Q202735	Billy Bob Thornton
Q677499	Quaker Peace and Social Witness
Q989442	Primetime Emmy Award for Outstanding Lead Actor in a Comedy Series
Q156031	Reichskommissariat Ostland
Q453653	Amancio Amaro
Q18241854	Metropolitan City of Bari
Q445919	Jenny Nimmo
Q156526	anglesite
Q731915	Ogre
Q663864	Montigny-le-Gannelon
Q60066	Gerhard Ertl
Q878632	Governor of Mississippi
Q3216	Aveyron
Q208591	Anna Lindh
Q1000239	Giriviller
Q244616	George Grenville
Q2414873	Screen Actors Guild Award for Outstanding Performance by a Female Actor in a Drama Series
Q608815	Gaston Defferre
Q1011062	Maldon
Q596353	Kelly Johnson
Q331944	Christian Clemens
Q543156	Charles Kwabla Akonnor
Q1252125	Dragan Nikolić
Q844271	Vissel Kobe
Q512939	Claude Castonguay
Q384542	Tore Reginiussen
Q11305	John Gaeta
Q1030402	John W. Campbell Memorial Award for Best Science Fiction Novel
Q525215	Nicolae Mitea
Q391851	Meroux
Q12964	François-Xavier Villain
Q164134	United States men's national soccer team
Q723489	Silkeborg IF
Q23517	Ricky Gervais
Q32537	RCD Espanyol B
Q93166	Milan Kundera
Q211906	Brøndby IF
Q1939555	member of the German Bundestag
Q44647	Otfried Preußler
Q80440	Anna Akhmatova
Q716934	Pablo Mouche
Q233619	Hrithik Roshan
Q1729113	cardinal-bishop
Q765301	Jo Nymo Matland
Q646481	Richie Guerin
Q131378	APOEL F.C.
Q631132	Thierry Boon
Q22370	Réning
Q282229	Robert Mambo Mumba
Q4146631	State Prize of the Russian Federation
Q4146630	Vasilyev Brothers State Prize of the RSFSR
Q577867	Kingdom of Poland
Q40337	Sandra Oh
Q1064489	Charles Gairdner
Q488508	Denilson Martins Nascimento
Q3658577	Japan national under-20 association football team
Q283061	Napoleon Murphy Brock
Q372313	Enrique Vila-Matas
Q441439	Henriette Roland Holst
Q223158	Josef Masopust
Q103659	Skåne County
Q539058	Cristian Bălgrădean
Q498268	Hans Tilkowski
Q209641	John le Carré
Q209640	MŠK Žilina
Q287490	Furtei
Q947080	Saint-Rémy-l'Honoré
Q367380	Brunstatt
Q4835477	BET Award for Viewer's Choice
Q895945	Hans Helfritz
Q4971	Villabate
Q1222846	Dieter Seitzer
Q456156	Anita Gillette
Q922229	Broadcast Film Critics Association Award for Best Young Performer
Q317317	Danny Mills
Q502557	Andrei Shleifer
Q149297	Munchhouse
Q180875	João Carlos dos Santos
Q4835473	BET Award for Best New Artist
Q739588	Pugieu
Q209895	Sparta Rotterdam
Q553683	Taku Miki
Q743118	Cyrille Pouget
Q49755	Liberal Democratic Party of Germany
Q209896	honorary degree
Q413322	anthophyllite
Q209509	Grenoble Foot 38
Q490457	Rendsburg
Q165627	Sophie's Choice
Q7440	Ruth R. Benerito
Q10796	Jean-Alain Fanchone
Q903297	Saint-Martin-de-Bréthencourt
Q916333	Rijksmonument
Q4896643	Best Female College Basketball Player ESPY Award
Q196374	Sovetskaya Gavan
Q5593793	Grammy Award for Best Engineered Album, Non-Classical
Q169501	Poltava Oblast
Q1634098	Murchison Medal
Q220621	Argentinos Juniors
Q842386	Prime Minister of Russia
Q1187699	UEFA Club Footballer of the Year
Q42946	Trezzano sul Naviglio
Q133046	Urban V
Q221178	Bram Stoker Award for Novel
Q20986646	National Women's Soccer League Best XI
Q444899	Yoriko Kawaguchi
Q3927614	Nazi book burnings
Q227756	Deuxville
Q377692	Marko Šćepović
Q1650041	Montanay
Q1353252	Michel Portal
Q1333278	Order of the People's Republic of Bulgaria
Q337436	Sanzo Nosaka
Q536286	Jean Hamburger
Q705550	Lawrence Joseph Henderson
Q152838	University of Göttingen
Q1967719	National Society of Film Critics Award for Best Supporting Actress
Q744632	Claire Baker
Q906245	Primorskaya Oblast
Q57663	Andrius Kubilius
Q528478	Beniamino Abate
Q1069868	Liang dynasty
Q1377753	European Film Academy Achievement in World Cinema Award
Q912525	Scott Barrie
Q659612	Mario Carević
Q1726789	canton of Pont-à-Marcq
Q131215	SK Rapid Wien
Q1726783	canton of Pont-d'Ain
Q214467	Joachim Bitterlich
Q38470	MTV Europe Music Award for Best Live Act
Q727135	Kecskeméti TE
Q560327	Magnus Florin
Q266785	Künzing
Q51974	Hamburger SV
Q323207	John Maynard Smith
Q105844	Arminia Bielefeld
Q62753	Günter de Bruyn
Q519625	Luciano Zauri
Q376635	S.V. Zulte Waregem
Q1578501	Martin Warnke Medal
Q435337	Søren Lerby
Q131964	Austrian Empire
Q17049962	canton of Moréac
Q10905380	Cross of the Order of Merit of the Federal Republic of Germany
Q1146309	Bouillé-Saint-Paul
Q434312	Maria Aitken
Q142038	Radmilo Mihajlović
Q1516	Basilica of Notre-Dame de Fourvière
Q1255625	Samuel Eto'o
Q156201	Roman Jakobson
Q1123463	The Man in the Iron Mask
Q235221	Sally Kirkland
Q333979	Gerald Strickland, 1st Baron Strickland
Q536867	Antoni Ramallets
Q536864	Tiefenbach bei Kaindorf
Q43760	Hans-Jürgen Buchner
Q1541905	canton of Chalamont
Q5168	Makhachkala
Q1128609	Spiel des Jahres
Q1329985	Elisabeth Herrmann-Otto
Q57620	Lawrence Gonzi
Q704609	Félix Candela
Q168360	Confederation of African Football
Q1184918	Delta Queen
Q981201	Luca Anania
Q888192	Michael Jefferson Nascimento
Q267251	Leivi
Q295498	Henry Cavill
Q633521	FC Lugano
Q268030	Alun Cairns
Q473730	Amnesty International Menschenrechtspreis
Q3004693	Golden Paintbrush
Q285963	Émile Étienne Guimet
Q678582	Switzerland national under-21 football team
Q324321	Henri Lopès
Q1106359	Thomas Homer-Dixon
Q3404942	prix littéraire Canada-Communauté française de Belgique
Q1018300	Barbonville
Q234131	Joely Richardson
Q747693	CS Louhans-Cuiseaux
Q5342047	Edward Bryant
Q881341	Joseph B. Foraker
Q600018	Kingdom of Hungary
Q698647	Austrian State Prize for European Literature
Q219120	Associação Atlética Ponte Preta
Q7241513	president of the International Olympic Committee
Q581844	Maron
Q459090	Club América
Q273974	Terézia Mora
Q480993	Fort Snelling
Q515170	Olivier Werner
Q1000758	Haussonville
Q892297	Jean Deza
Q2562179	Gene Shue
Q919095	Grammy Award for Best Metal Performance
Q264201	Mariazell
Q115513	Pascal Couchepin
Q12379704	Prime Minister of Belarus
Q658258	Arie Slob
Q1009619	Dragsfjärd
Q29558	President of Finland
Q1094839	Koi... Mil Gaya
Q588809	Xibër
Q12559	Isère
Q29552	Democratic Party
Q117008	Michael Grätzel
Q966326	Salim Arrache
Q2357620	Satellite Award for Best Original Score
Q692110	Vice-Chancellor of Austria
Q737533	Louis XIII of France
Q2677944	Crimean Oblast
Q168811	Kazakh Soviet Socialist Republic
Q552976	Wojciech Łobodziński
Q330957	Bruce Medal
Q660400	Leibnitz District
Q778212	Artisjus Award
Q583783	Louise Mensch
Q3303456	Leader of the Conservative Party
Q25396	Bonaire
Q422122	ilvaite
Q106443	Annie Girardot
Q273607	Ferdinand Buisson
Q622270	Football Association of Maldives
Q60271	Emin Pasha
Q498026	Bogdan Milić
Q457149	Jørgen Løvland
Q765007	Rogelio Domínguez
Q6114830	Jack Richardson Producer of the Year Award
Q2705788	Essayprijs van de gemeente Amsterdam
Q257984	Gimnàstic de Tarragona
Q978628	Darren Potter
Q717115	Sinan Pasha
Q6500798	Laurence Olivier Award for Best New Play
Q6500797	Laurence Olivier Award for Best New Opera Production
Q6500795	Laurence Olivier Award for Best New Musical
Q842012	Minister of Land, Infrastructure, Transport and Tourism
Q3595129	Asrani
Q524378	SG Wattenscheid 09
Q708534	Javier Yubero
Q524370	Joyce Wieland
Q1164621	Touffreville-la-Cable
Q1060533	Joudreville
Q1907790	Massry Prize
Q313972	Maxwell D. Taylor
Q529900	Anfinn Kallsberg
Q723552	Lev Psakhis
Q457493	Andrea Arnold
Q44295	FC Arsenal Kyiv
Q6865816	Minister for Education (Ireland)
Q472491	Gennadi Sarafanov
Q7320	Nazi Party
Q218098	André Cruz
Q207441	Senegal men's national association football team
Q327190	Poul Schlüter
Q938279	Sasho Petrovski
Q77545	Max Bodenstein
Q15029	Hu Jintao
Q208477	Moshe Sharett
Q1260789	Screen Actors Guild Award for Outstanding Performance by a Male Actor in a Supporting Role
Q114207	Weißenfels District
Q839988	Biéville-Quétiéville
Q1441676	American Music Award for Favorite Pop/Rock Band/Duo/Group
Q475058	Akat Amnuai
Q150526	Santiago Ramón y Cajal
Q1135981	Cosby
Q527737	Pedro Benítez
Q368091	Charles B. Rangel
Q17011108	Teen Choice Award for Choice Hissy Fit
Q1016467	Burkhard Lischka
Q588371	Michael J. D. Powell
Q4459751	Margaret Tallichet
Q367243	Michel-Jean Sedaine
Q1363910	Anglican Archbishop of York
Q278734	Rade Prica
Q170036	Kyiv Oblast
Q567324	Mehmet Dragusha
Q630186	Lessay
Q1125383	Antonio Pappano
Q368896	Mintimer Şäymief
Q1324112	Hasselblad Award
Q14828018	Senator of the French Fifth Republic
Q1158951	Dan David Prize
Q950835	Sevilla Atlético
Q610497	Cristian Leiva
Q84020	Order of the White Eagle
Q463747	Lise Nørgaard
Q466513	Vladimir Dzhanibekov
Q342953	Yuri Malenchenko
Q987584	Ecuador men's national football team
Q503321	C.D. Guadalajara
Q329368	Edmond Ntiamoah
Q1969520	Rio Branco Esporte Clube
Q92776	Steve Furber
Q6630	Ascoli Calcio 1898 FC
Q92772	Dan Ingalls
Q75857	Nuri Şahin
Q630984	Thumeries
Q1158826	Marco Osio
Q203258	Kaká
Q880997	Ethan Allen Brown
Q244398	Stardust
Q1996511	Garvan–Olin Medal
Q629726	Just Knud Qvigstad
Q229828	Mikhail Ivanovich Kalinin
Q1204813	German Film Award for Best Actor
Q1204812	German Film Award for Best Direction
Q18982660	People sport prize
Q553169	Vice President of the People's Republic of China
Q1423032	Polack District
Q15854432	Wilhelm-Klemm Prize
Q34788939	Knight of the Military Order of William, 3rd class
Q469233	Stephen Gyllenhaal
Q222108	Austrian Football Association
Q610174	Nora Navas
Q48301	Martin Heidegger
Q433125	Danijel Ljuboja
Q718236	Aleksander Delchev
Q9213751	ACS Poli Timișoara
Q923200	Kris Stadsgaard
Q250489	Ákos Kovrig
Q382822	Emlingen
Q132050	governor
Q18628307	Krakau
Q1208819	Diana Golze
Q1795936	King Faisal Prize
Q63180	Kamil Glik
Q880198	Governor of Georgia
Q316613	Hattorf am Harz
Q640353	Golden Globe Cecil B. DeMille Award
Q593098	Golden Globe Award for Best Actor – Motion Picture Drama
Q1595794	Heimito von Doderer-Literaturpreis
Q312769	Knud Rasmussen
Q475949	Mae Poen
Q1239928	Donald Hill Perkins
Q22338593	ambassador of Germany to Uganda
Q639694	Jacob Paludan
Q21	England
Q22	Scotland
Q23	George Washington
Q425733	Kodisjoki
Q28	Hungary
Q29	Spain
Q991178	Károly Erős
Q981440	Giuseppe Angelini
Q1264840	Götz Naleppa
Q5579761	Golden Rooster Award for Lifetime Achievement
Q1659576	NAACP Image Award for Outstanding Comedy Series
Q49216	Walter Mondale
Q1150569	Rich Sommer
Q103519	Anton Hofreiter
Q49213	University of Texas at Austin
Q770463	Edwin C. Johnson
Q262367	George Westinghouse
Q126334	RC Strasbourg
Q2122261	Quantum Electronics Award
Q1727951	canton of Virieu-le-Grand
Q100544	Waldemar Podolski
Q15972369	Order of Saint Anna, 1st class
Q58282	William Hague
Q544915	Louis-Antoine Ranvier
Q123672	Labaroche
Q211124	Kostas Katsouranis
Q74806	Inge Höger
Q1276689	Menso Folkerts
Q72365	Oskar Pastior
Q219797	Elbridge Gerry
Q994811	FC Red Bull Salzburg
Q333701	John Bruton
Q681604	Conrad Ferdinand Meyer Prize
Q688260	Sankt Ilgen
Q201075	Sigurður Ingi Jóhannsson
Q27028	United Nations Prize in the Field of Human Rights
Q173783	Hendrik Lenstra
Q627147	Lalande Prize
Q455186	Henk Krol
Q673119	Jonquerets-de-Livet
Q455631	Alma Guillermoprieto
Q76534	Stefan Heym
Q245504	Achères
Q715458	Panagiotis Kondylis
Q375776	La Bassée
Q163437	Zisis Vryzas
Q1072899	helvine
Q483152	Jeonbuk Hyundai Motors
Q201676	funeral
Q754433	Football Association of Serbia
Q881113	John Pastore
Q188277	Cruzeiro E.C.
Q10217	Ribordone
Q10213	Quincinetto
Q725150	Azar Karadas
Q1065391	Charles Lévêque
Q716029	Johnny Unitas
Q45019	Karl Lehmann
Q107989	Roderich Kiesewetter
Q10819	Mariano Rajoy
Q16117	Province of Ascoli Piceno
Q698787	U-505
Q1750698	Alex Funke
Q317705	Andorran Football Federation
Q217198	Sergey Karjakin
Q7564363	Soul Train Music Award for Best R&B/Soul Single, Male
Q7564364	Soul Train Music Award for Best R&B/Soul Song of the Year
Q212564	Colombia men's national football team
Q217196	Crown of Castile
Q1237199	André Vauchez
Q874571	Burgenland Straße
Q329464	Royal Prussian Academy of Sciences
Q1078152	Hisaya Morishige
Q1176844	Dave Thompson
Q64321	Fritz Schaudinn
Q1868950	London Film Critics Circle Award for Actor of the Year
Q2630	Ivanovo
Q299347	Hanne Ørstavik
Q239089	Libyan Football Federation
Q464775	FC Thun
Q678979	Max Born Prize
Q263543	Hanan Porat
Q465150	Phoenix Award
Q944048	NIN Prize
Q548484	Marco Caligiuri
Q83484	Anthony Quinn
Q442059	Jessica Landström
Q19040410	Vice President of Zambia
Q1008226	Fontenay-en-Vexin
Q1727	Samara Oblast
Q17365974	Grand Cross of the Order of Isabella the Catholic
Q1014214	La Vespière
Q454581	Saint-Jean-le-Vieux
Q6664	AC Cesena
Q78074	Adolf Endler
Q214713	Alexei Shirov
Q445936	Weser-Ems Government Region
Q2185	Georges Pompidou
Q596737	Lauri Ihalainen
Q373402	Gustave Bebbe
Q717328	Nemanja Pejčinović
Q1044160	Carol Cymbala
Q7325098	Richard Dauenhauer
Q1007573	Galaxy Science Fiction
Q275710	Steve Sidwell
Q208869	Frank McCourt
Q1095777	Gémages
Q100986	Dirk Becker
Q9454	Mathi
Q370856	Victor Ciorbea
Q9452	Massello
Q179871	Eisaku Satō
Q242735	Elaine Stritch
Q179876	Kingdom of England
Q1020698	Bülent Uygun
Q503158	Andrejs Perepļotkins
Q672990	Bilhorod-Dnistrovskyi
Q134479	Croatia men's national football team
Q12941	Philippe Meunier
Q1769872	Norwegian Booksellers' Prize
Q428673	Josef Silný
Q262	Algeria
Q261	Linkin Park
Q1081212	Christian Nakonz
Q371451	Georgian Football Federation
Q228546	Alphonse Daudet
Q638983	Ihar Logvinaw
Q729513	Pichichi Trophy
Q19989065	Alicia Nash
Q13779208	Adam Film World Guide Awards
Q737051	National Medal of Science
Q18510612	Member of the Swiss National Council
Q18510613	Member of the Swiss Council of States
Q15051339	opening
Q44620	Franz Josef Strauß
Q78469	Romy Schneider
Q315391	Étienne-Louis Malus
Q556589	Austin Mahone
Q1162806	Odomez
Q2439701	Dos Passos Prize
Q664052	Vilhelm Buhl
Q220998	Tom Boonen
Q2866	Alexander Lukashenko
Q573747	Chinese Football Association
Q131355	Zulfiqar Ali Bhutto
Q467156	David Halberstam
Q742006	Cersay
Q153224	Andrey Kolmogorov
Q794514	Bialik Prize
Q660219	Deutschlandsberg District
Q499191	Semipalatinsk Oblast
Q22393	Rhinau
Q22392	Diemeringen
Q48283	Julia Tymoshenko
Q1414533	Filmfare Award for Best Actor
Q1414246	National Security Advisor
Q602251	Pest-Pilis-Solt-Kiskun County
Q206988	Cheltenham
Q1450568	France national under-17 association football team
Q7040859	Deputy Prime Minister of Israel
Q736915	Alberto Rivera Pizarro
Q33128	Vincent du Vigneaud
Q101859	VfL Wolfsburg
Q476566	Renu Nakhon
Q1166588	Darrell Griffith
Q750437	Xanthi F.C.
Q180857	Wales men's national association football team
Q744956	Ranko Marinković
Q434940	Marino Faliero
Q18578267	Bourgogne-Franche-Comté
Q872420	Christoph Kröpfl
Q17099726	UNESCO Niels Bohr Medal
Q738619	Dnipro Hydroelectric Station
Q1162299	Daniel Reule
Q1102716	Blažej Vaščák
Q1102842	Attila József Award
Q533727	Massimo Donati
Q694784	Bethonvilliers
Q924163	Simon Sudbury
Q219000	Zoltán Medvegy
Q19490	Nottingham Forest F.C.
Q2390270	Treasurer of Australia
Q19495	Peterborough United F.C.
Q19498	Sheffield Wednesday F.C.
Q325794	Saint-Maurice-de-Gourdans
Q928662	Brook Farm
Q746920	Owen Thomas Jones
Q1061627	FC Emmen
Q1422140	Golden Globe Award for Best Original Score
Q285521	Samuel Chase
Q880693	Charles Anderson
Q1128842	Astana City
Q574810	Henry Eyring
Q184992	Bronisław Malinowski
Q128649	David di Donatello for Best Actor
Q704725	Tonel
Q2294693	Independent Spirit Award for Best Supporting Male
Q382617	mayor of a place in France
Q13626017	Eureka Prize for Science Communication
Q1542826	Grand Prix du roman de l'Académie française
Q123885	Royal Society
Q1070557	Saint-Georges-de-Chesné
Q694567	Saint-Ulrich
Q978110	Centro Atlético Fénix
Q17556530	member of the Chamber of Deputies of Romania
Q1322053	Toivo Pekkanen
Q818046	Benny Borg
Q1049896	Onze d'Or
Q3607779	Alan T. Waterman Award
Q478738	Alison Seabeck
Q266416	Betsy Blair
Q8723	Real Betis Balompié
Q8722	Ketzerbachtal
Q186047	Valparaiso University
Q464216	Eddie Gustafsson
Q8728	Ken Ralston
Q204237	FC Dinamo Bucharest
Q983395	Marcel Brillouin
Q1972199	Tampa Bay Rowdies
Q204238	England national under-21 association football team
Q152814	Prime Minister of Malta
Q1175984	David Oshinsky
Q1377738	European Film Award for Best Actress
Q12327115	Mikael Klitgaard
Q1325708	Eleanor Antin
Q1377733	European Film Award for Best Cinematographer
Q1148796	Cyrille Florent Bella
Q1163988	Danijel Gatarić
Q95019	Norma Shearer
Q155452	TuS Koblenz
Q1049768	Preutin-Higny
Q719780	Caio Alves
Q470256	Gennadi Strekalov
Q931129	Alan B. Krueger
Q277772	Pelé
Q8466	1. FC Kaiserslautern
Q292693	Sylvia Chang
Q1469153	Prime Minister of Fiji
Q385518	SK Sigma Olomouc
Q390737	Don Foster
Q336620	Wang Shu
Q357918	László Lovász
Q148670	Nambsheim
Q221683	Audierne
Q1530	Baghdad
Q1103390	La Daguenière
Q1273466	E. B. Wilson Medal
Q164730	Olga Kurylenko
Q321567	Antonio Rukavina
Q1416497	Preis der Stadt Münster für Europäische Poesie
Q935956	FC Metalurh Zaporizhzhia
Q693516	Auersbach
Q478346	Licodia Eubea
Q478345	Simon Hart
Q22801	Altorf
Q22802	Alteckendorf
Q316865	SC Preußen Münster
Q185483	Hienadź Navicki
Q4076513	Balashov Higher Military Aviation School of Pilots
Q42291	Garbagnate Milanese
Q79762	The Silmarillion
Q42922	Paullo
Q843506	Florimont
Q232421	Barbara Bel Geddes
Q2350896	Satellite Award for Best Actress – Television Series Drama
Q848260	Crèvecœur-en-Auge
Q716516	Frank Shu
Q14878	Mettmann
Q541985	Holmenkollen Medal
Q4122313	Secretary of State for the Environment
Q4122316	Chairman of the Conservative Party
Q159909	Goethe Prize
Q289222	Maros-Torda County
Q183468	Kazakhstan men's national football team
Q1018328	Bauzemont
Q459707	Diego Costa
Q752544	Laxou
Q727587	Dan Jarvis
Q129372	European Capital of Culture
Q1221568	Ignacio Bolívar
Q22948	Ernestviller
Q344806	Mathurin Méheut
Q6500849	Minister of Finance
Q645468	Footballer of the Year of Argentina
Q194224	Habib Bamogo
Q302244	Jack Dromey
Q196560	Kelsey Grammer
Q459794	Piacenza Calcio
Q29574	Beatrix of the Netherlands
Q18912995	The Amanda Committee's Honorary Award
Q473707	Saint-Maurice-de-Ventalon
Q21760	Hargarten-aux-Mines
Q914086	Cerro Porteño
Q21762	Colmen
Q17011343	Logie Award for Most Popular New Talent
Q22491	Steige
Q909146	Godalming
Q22495	Lalaye
Q15039982	Shadow Secretary of State for Business, Innovation and Skills
Q22498	Wangenbourg-Engenthal
Q193170	ratification
Q2033341	cardinal priest
Q19185575	President of the Nordic Council
Q42432	Nosate
Q320211	Stan Winston
Q270311	Santiago Cañizares
Q552911	Sean Williams
Q870300	Peter Közle
Q726189	Moshe Ohayon
Q302794	Aaron Staton
Q639914	Gressey
Q495418	Server Djeparov
Q543729	MTV Video Music Award for Best Group
Q530407	Remilly-sur-Lozon
Q622257	Football Association of Indonesia
Q373390	Robert Arzumanyan
Q273626	École polytechnique
Q816114	Puget-Ville
Q22981837	Chairperson of the National Coalition Party
Q1099402	Ochey
Q18524027	member of the Senate of Canada
Q457163	Columbus Crew
Q542985	Róbert Ruck
Q1725572	canton of La Bassée
Q215053	Briey
Q166389	Daniel Day-Lewis
Q1062061	Kiyoshi Oka
Q400007	BAFTA Award for Best Actor in a Leading Role
Q314251	Lüneburg Government Region
Q30514449	ACM-AAAI Allen Newell Award
Q563577	John J. McCloy
Q221349	Harry Redknapp
Q1629806	Prize of the Historical College
Q977340	Georgi Donkov
Q1107021	Kentaur
Q3773745	Governor of Vermont
Q642446	Daúd Gazale
Q383196	FC Kärnten
Q22236	Langatte
Q479213	Lindsay Roy
Q494387	Dongui Bogam
Q525400	Kenneth Perez
Q303351	Charlie Elphicke
Q313955	Beto
Q542676	Elton Gallegly
Q332096	Alexandros Zaimis
Q183373	Heisuke Hironaka
Q1077200	Saint-Laurent-des-Bâtons
Q1131539	Phil Foglio
Q29954289	Karmarsch Medal
Q312733	Paweł Brożek
Q275812	Ségny
Q318130	Wei Jingsheng
Q212490	Tromsø IL
Q1317976	Luca Bartolini
Q304083	Leonid Stein
Q96230	Hubertus Strughold
Q80899	Unión de Santa Fe
Q1027142	Pelplin
Q15647601	Secretary General of the Non-Aligned Movement
Q19859744	Favorite Country Single
Q892232	Miroslav Barčík
Q203493	Kingdom of Romania
Q502928	Leon Andreasen
Q830079	Academy Award for Best Sound
Q683337	Co-Prince of Andorra
Q4649835	AACTA International Award for Best Actress
Q36156	East Kazakhstan Region
Q359738	Alessandro Santos
Q357894	Germano Vailati
Q104692	actinolite
Q36159	LeBron James
Q4649838	AACTA International Award for Best Film
Q1027904	Grammy Award for Song of the Year
Q80095	Kenzaburō Ōe
Q270822	Ådne Søndrål
Q7243501	Primetime Emmy Award for Outstanding Cinematography for a Multi-Camera Series
